区县,店铺名称,GCJ02_经度,GCJ02_纬度,WGS84_经度,WGS84_纬度,地址,联系电话,评分,人均消费（元）,商圈,营业时间
巩义市,蜜雪冰城(恒星花园店),113.024718,34.759168,113.024718,34.759168,紫荆路恒星花园32号楼107商铺,15617379332;17337142361,4.5,暂无,暂无,8：00——22：00
巩义市,雾与山茶(巩义店),112.984814,34.754545,112.984814,34.754545,新兴路星月时代广场45-54,15637168138;18539955940,4.5,15,暂无,8：00——22：00
巩义市,湘豫融合餐厅(新兴家园店),113.028294,34.755223,113.028294,34.755223,紫荆路街道新兴家园一号楼西端一号,13663842081;13937194909;15137139715,4.3,16,暂无,8：00——22：00
巩义市,丹东烤肉店(巩义店),112.992101,34.755427,112.992101,34.755427,星月时代广场新兴路与桐本路交叉口向西十五米路北,暂无,3.8,28,暂无,8：00——22：00
巩义市,2306香辣虾时尚主题火锅(程光火锅店),112.876471,34.680695,112.876471,34.680695,回郭镇人民中路198号,0371-85619100;15516178027;15516178072,3.9,24,暂无,8：00——22：00
巩义市,桥头烩面,113.16612,34.70317,113.16612,34.70317,小关镇汽车站向西100米,暂无,3.8,暂无,暂无,8：00——22：00
巩义市,温堂饭店,113.230995,34.698773,113.230995,34.698773,新中镇新米路110号温堂富民小区,13700861046,3.8,暂无,暂无,8：00——22：00
巩义市,喂庄老铁烩面,113.012741,34.77224,113.012741,34.77224,河洛路与滨河路交叉口,15238398089,4.1,暂无,暂无,8：00——22：00
巩义市,虎丫炒鸡(河南郑州巩义正上豪布斯卡店),113.012026,34.754066,113.012026,34.754066,滨河路正上豪布斯卡四楼虎丫炒鸡,19139731206,4.3,34,暂无,8：00——22：00
巩义市,爷爷不泡茶NOYEYENOTEA(郑州巩义星月广场店),112.98555,34.754991,112.98555,34.754991,新兴路45号星月时代广场,15938713188,4.3,14,暂无,8：00——22：00
巩义市,姚有才胡辣汤(巩义店),113.030486,34.743401,113.030486,34.743401,新心花苑二区底商D10号,暂无,4.3,9,暂无,8：00——22：00
巩义市,蜀香麻辣烫(华玺广场店),113.025908,34.768958,113.025908,34.768958,紫荆路162号华玺广场西北角,0371-64313888,4.3,暂无,暂无,8：00——22：00
巩义市,方大同胡辣汤,112.961608,34.646052,112.961608,34.646052,西村镇永安路41-1号蜜雪冰城隔壁,15890635776,4.3,14,暂无,8：00——22：00
巩义市,九多肉多(嵩山路店),113.019523,34.757471,113.019523,34.757471,紫荆路街道嵩山路恒星时代金街34-31,4008050958,4.3,4,暂无,8：00——22：00
巩义市,百味轩菜馆,113.210407,34.686457,113.210407,34.686457,新中镇茶店村湾地,13849115392,4.3,暂无,暂无,8：00——22：00
巩义市,秋金小炒(卓泰·江南城店),112.992869,34.753433,112.992869,34.753433,桐本路150号附2号江南城楼下,17839996670,4.3,33,暂无,8：00——22：00
巩义市,傻子张大盘鸡(米河镇店),113.240168,34.726975,113.240168,34.726975,东竹园村农贸市场新兴路6号,暂无,4.3,暂无,暂无,8：00——22：00
巩义市,华莱士·全鸡汉堡(回郭锦华),112.857182,34.674298,112.857182,34.674298,回郭镇中州化纤厂对面华莱士,4008226004,4.3,暂无,暂无,8：00——22：00
巩义市,原味清心养生斋,113.168036,34.73529,113.168036,34.73529,小关镇水道口村养生谷,0371-64183333;0371-64465555;18103715688,4.2,暂无,暂无,8：00——22：00
巩义市,东青饭庄,113.211487,34.686411,113.211487,34.686411,新中镇新兴路初中十字路口南20米,13523011349;13653800981,4.1,40,暂无,8：00——22：00
巩义市,天力蛋糕(县府街店),113.061998,34.789695,113.061998,34.789695,县府街与子美路交叉口北20米,18737178499,4.2,24,暂无,8：00——22：00
巩义市,侯地小米粥,113.016895,34.747101,113.016895,34.747101,紫荆路街道陇海路110号东方现代城,0371-64116666,4,暂无,暂无,8：00——22：00
巩义市,兰记一品胡辣汤,112.99368,34.737814,112.99368,34.737814,杜甫路76号,13460304444,4.1,暂无,暂无,8：00——22：00
巩义市,羊肉公烩,113.061611,34.725679,113.061611,34.725679,G310国道桥沟村路口一号康家大院,暂无,4.1,暂无,暂无,8：00——22：00
巩义市,滑记小吃,112.990118,34.754994,112.990118,34.754994,开普小区南区北门旁,13598004351;13938599234,4.2,暂无,暂无,8：00——22：00
巩义市,丁香花园,113.028893,34.734176,113.028893,34.734176,金牛山路与官庄路交叉口南100米,暂无,4.2,暂无,暂无,8：00——22：00
巩义市,肆季音乐烧烤酒吧,113.012093,34.752431,113.012093,34.752431,紫荆路街道石河路正上豪布斯卡5号门向南200米6号楼110号(近地下停车场出口),暂无,4.1,19,暂无,8：00——22：00
巩义市,品菜很下饭·辣椒炒肉(豪布斯卡店),113.012422,34.753447,113.012422,34.753447,紫荆路街道正上豪布斯卡购物中心4层,18039336218,4.2,暂无,暂无,8：00——22：00
巩义市,海里家里鲜切三文鱼潮汕生腌捞汁海鲜(巩义店),112.995875,34.755371,112.995875,34.755371,新华路街道新兴路16-9号,19137919877,4.2,暂无,暂无,8：00——22：00
巩义市,巩义市姚有才胡辣汤子华初中店,113.009169,34.759867,113.009169,34.759867,东周路锦义路,13526631887,4.2,14,暂无,8：00——22：00
巩义市,张亮麻辣烫(巩义正商豪布斯卡店),113.011994,34.754579,113.011994,34.754579,滨河路27号正上豪布斯卡F1层,19138179794,4.2,17,暂无,8：00——22：00
巩义市,桃酥大王(中原西路店),112.998753,34.74502,112.998753,34.74502,中原西路119-39号,暂无,4.1,暂无,暂无,8：00——22：00
巩义市,大叔拌饭(星月店),112.985784,34.754642,112.985784,34.754642,新兴路45号星月时代广场2F层,13592668665,4.2,21,暂无,8：00——22：00
巩义市,九多肉多(小关镇店),113.197427,34.707169,113.197427,34.707169,小关镇口头村永丰路1一1号右1,4008050958,4.2,11,暂无,8：00——22：00
巩义市,酱八方把子肉(巩义店),113.015631,34.752919,113.015631,34.752919,锦里路9-18,暂无,4.2,18,暂无,8：00——22：00
巩义市,蜜雪冰城(货场路店),112.987525,34.760025,112.987525,34.760025,新华街道货场路4号华树世家,15346566697,4.1,10,暂无,8：00——22：00
巩义市,正宗郏县饸饹面(名仕豪居二期店),112.977137,34.762269,112.977137,34.762269,孝义街道光明路,18236657703,4.2,暂无,暂无,8：00——22：00
巩义市,元典津津时尚烘焙(星月店),112.984733,34.754955,112.984733,34.754955,新兴路45号星月时代广场1层,0371-60269109,4.1,暂无,暂无,8：00——22：00
巩义市,朝阳健康羊肉馆(巩义店),113.019033,34.740121,113.019033,34.740121,嵩山路与杜甫路交叉口,15515721456,4.1,5,暂无,8：00——22：00
巩义市,熊家无二·韩式炸鸡(巩义文化街店),112.982471,34.752499,112.982471,34.752499,新华路街道文新巷3-2号,18838955206,4.1,暂无,暂无,8：00——22：00
巩义市,九鼎牛肉烩面,112.99811,34.737819,112.99811,34.737819,望嵩路7-1,15637153789,4.1,暂无,暂无,8：00——22：00
巩义市,大禹北京烤鸭(东区店),113.016224,34.752332,113.016224,34.752332,森海星园北门西60米,13523477073;18625788061,4.1,23,暂无,8：00——22：00
巩义市,蜜雪冰城(长城路店),112.862075,34.676756,112.862075,34.676756,回郭镇回鲁路大街口5米,暂无,4.1,5,暂无,8：00——22：00
巩义市,三兄弟串吧(东方现代城北苑店),113.015458,34.759929,113.015458,34.759929,东方现代城北苑南门旁,15617536678;15903675860,4.1,暂无,暂无,8：00——22：00
巩义市,张记臭豆腐(恒星花园店),113.024737,34.757543,113.024737,34.757543,紫荆路街道紫荆路恒星花园东门26号楼103,15136133711;18624970705,4.1,暂无,暂无,8：00——22：00
巩义市,九多肉多(西村镇店),112.962602,34.643706,112.962602,34.643706,新时代购物广场东门旁,4008050958,4.1,7,暂无,8：00——22：00
巩义市,大尚龙虾·海鲜·烧烤·虾尾(安康路店),112.981533,34.744873,112.981533,34.744873,孝义街道安康路52号,19139773259,4.1,38,暂无,8：00——22：00
巩义市,围辣串串香(宇华名苑1期店),113.016984,34.747584,113.016984,34.747584,锦里路与政通路交叉路口往东南约50米,暂无,4.2,30,暂无,8：00——22：00
巩义市,满口香卤肉店,112.946363,34.696722,112.946363,34.696722,芝田镇政德路农商银行北30米,0371-64200700;13526527964,4.2,暂无,暂无,8：00——22：00
巩义市,品意德北京烤鸭(巩义店),112.986395,34.760003,112.986395,34.760003,货场路26-6号华树世家北门,18137173320,4.2,42,暂无,8：00——22：00
巩义市,冰城串吧(和平路店),112.997738,34.746096,112.997738,34.746096,和平花园东门旁,15638888912;17839999192,4.2,18,暂无,8：00——22：00
巩义市,沙县小吃(卢医庙中州一街店),112.858798,34.675435,112.858798,34.675435,回郭镇人民路向阳市场口向北200米路西,暂无,4.2,暂无,暂无,8：00——22：00
巩义市,百味轩干锅烧烤(清河湾2期店),112.985977,34.765449,112.985977,34.765449,孝义街道光明路清河湾二期南门,17836966360,4.2,28,暂无,8：00——22：00
巩义市,真不同涮牛肚烧烤(常五街店),112.998715,34.735043,112.998715,34.735043,望嵩路与常五街交叉口东北40米,15238395655;15238935655,4.1,40,暂无,8：00——22：00
巩义市,居香快餐(学前街店),112.993791,34.747946,112.993791,34.747946,学前街与桐本路交叉口东50米(三小对面),13703906546,4.4,16,暂无,8：00——22：00
巩义市,喂庄老铁烩面,112.963027,34.643484,112.963027,34.643484,西村供销社东侧,暂无,4.1,暂无,暂无,8：00——22：00
巩义市,川香自助小火锅(新市街分店),112.99558,34.749634,112.99558,34.749634,人民路17-5号,13603820776,4,20,暂无,8：00——22：00
巩义市,山里人菜馆,112.992469,34.754176,112.992469,34.754176,桐本路与新兴路交叉口南150米,0371-64588808;13838562353,4,43,暂无,8：00——22：00
巩义市,锅圈食汇火锅烧烤食材超市(桐本路店1店),112.992298,34.748816,112.992298,34.748816,桐本路101-2号,0371-66555959;18637176588,4.4,暂无,暂无,8：00——22：00
巩义市,郑记胡辣汤(滨河花苑店),113.01519,34.751237,113.01519,34.751237,横店电影城北门东130米,18503848578,3.9,暂无,暂无,8：00——22：00
巩义市,新中龙祥酒家,113.210736,34.688564,113.210736,34.688564,新中镇政府北50米,13140078882,3.8,暂无,暂无,8：00——22：00
巩义市,虎家聚福苑(宇华名苑1期店),113.019093,34.7465,113.019093,34.7465,紫荆路街道嵩山路与德厚街交汇处西北角,0371-69592222;15638895861,4.3,59,暂无,8：00——22：00
巩义市,荷塘鱼庄(明月路),113.016127,34.740578,113.016127,34.740578,紫荆路街道明月路2号森海玉波苑东区,0371-69586555,4.4,54,暂无,8：00——22：00
巩义市,五谷小吃,113.062132,34.790313,113.062132,34.790313,县府街与子美路交叉口北100米,暂无,3.6,暂无,暂无,8：00——22：00
巩义市,刘记烧鸡(安乐街口店),112.993373,34.743237,112.993373,34.743237,杜甫路街道办桐本路安乐亍交叉口,13503866106;13523443958,3.9,19,暂无,8：00——22：00
巩义市,鲁庄羊肉馆,112.872189,34.617979,112.872189,34.617979,兴鲁路与桑林路交叉口西北40米,暂无,4,暂无,暂无,8：00——22：00
巩义市,国正烩面馆,112.985232,34.672705,112.985232,34.672705,喂庄村南环路5号,18039111001,4,暂无,暂无,8：00——22：00
巩义市,李记炒面馆(交通路店),112.97928,34.754215,112.97928,34.754215,交通路96付3附近,15038399646,3.5,9,暂无,8：00——22：00
巩义市,尚二鲜鱼火锅(桐本路店),112.993004,34.751026,112.993004,34.751026,桐本路与人民路交叉口向北50米路东,0371-60328898;18595529285,4.3,46,暂无,8：00——22：00
巩义市,真不同烩面,112.994159,34.764771,112.994159,34.764771,河洛路汽车北站附近,18135685134;18137864965,4.4,17,暂无,8：00——22：00
巩义市,李伟馍加串(森海星园店),113.016205,34.752329,113.016205,34.752329,瑞福路与锦里路交汇处东南角,13223796239;13623828812,4.4,暂无,暂无,8：00——22：00
巩义市,牛肉板面(江山茗居店),113.197415,34.708096,113.197415,34.708096,江山茗居西南门旁,暂无,3.8,暂无,暂无,8：00——22：00
巩义市,兄弟炒鸡,112.994957,34.760362,112.994957,34.760362,巩义市货场路,13137157119,4.4,30,暂无,8：00——22：00
巩义市,御香园肥牛(巩义店),112.992882,34.739973,112.992882,34.739973,中国联合网络通信有限公司巩义市分公司对面,0371-66555998;0371-66559598,4.4,43,暂无,8：00——22：00
巩义市,刘记正宗逍遥镇胡辣汤,112.976463,34.76212,112.976463,34.76212,孝义街道(菜鸟驿站44号隔壁),13526929580,4,11,暂无,8：00——22：00
巩义市,益禾堂(巩义商学院商业中心店),113.029875,34.760489,113.029875,34.760489,自力路与碧峰路交叉口东南40米,15538268012,4,暂无,暂无,8：00——22：00
巩义市,兄弟俩老李家牛肉汤巩义店,113.015697,34.751744,113.015697,34.751744,锦里路9-7,13073717111,4,10,暂无,8：00——22：00
巩义市,啤卤鲜生(巩义建业百城天地店),113.023169,34.765037,113.023169,34.765037,紫荆路街道伏羲路建业百城天地一楼1F-30号,13298315978,4,暂无,暂无,8：00——22：00
巩义市,李吃吃火锅烧烤食材(新城玺樾兰庭店),113.031235,34.747124,113.031235,34.747124,紫荆山路玺樾兰庭西门7-144号,15514576570,4,暂无,暂无,8：00——22：00
巩义市,LDD廖朵朵千层蛋糕(巩义店),113.003239,34.760867,113.003239,34.760867,石河路朗曼玫瑰雅苑37号楼108商铺,15378763988,4,30,暂无,8：00——22：00
巩义市,优焙糖糖(任家蛋糕坊),113.138877,34.706847,113.138877,34.706847,竹林镇市场街中段,13525579350,4,暂无,暂无,8：00——22：00
巩义市,沙县小吃(三星购物广场店),113.196703,34.707138,113.196703,34.707138,310国道东段232-8,暂无,4,暂无,暂无,8：00——22：00
巩义市,蜜雪冰城(巩义新大新生活广场店),112.987552,34.754881,112.987552,34.754881,建设路159号新大新生活广场巩义店F1层,13007521456;15938769869,4,暂无,暂无,8：00——22：00
巩义市,太和饭店,112.90267,34.618983,112.90267,34.618983,025乡道与048乡道交叉口东80米,15290806088,4,暂无,暂无,8：00——22：00
巩义市,飞乐小厨(永通大道店),112.962535,34.648436,112.962535,34.648436,315省道与永安路交叉口东80米,15903659788,4,暂无,暂无,8：00——22：00
巩义市,温州骨里香烧鸡(人民路店),112.985352,34.750179,112.985352,34.750179,人民路105号附1号,暂无,4,暂无,暂无,8：00——22：00
巩义市,张四饭店,113.198395,34.69484,113.198395,34.69484,新中镇新中村7组,13592589760,4,暂无,暂无,8：00——22：00
巩义市,麦吉蛋糕(新中店),113.211311,34.688206,113.211311,34.688206,新中镇新兴路镇政府斜对面,0371-64180996;13733851750,4,38,暂无,8：00——22：00
巩义市,阿兵火锅(和平东花园店),112.998952,34.745765,112.998952,34.745765,中原西路与和平路交叉口向东30米路北,0371-66487519;15837111305,4.1,47,暂无,8：00——22：00
巩义市,排骨糊涂面(巩义东区店),113.017048,34.75729,113.017048,34.75729,新兴路附近,13526544999;13703988178,4.2,15,暂无,8：00——22：00
巩义市,红新手工擀面皮,112.982195,34.750579,112.982195,34.750579,人民医院对面文化街2号,13703980640,4.1,10,暂无,8：00——22：00
巩义市,老城饭店(河洛路),113.038206,34.779539,113.038206,34.779539,河洛路站街国土资源所向东150米,13598482988,4.2,36,暂无,8：00——22：00
巩义市,巩义市紫荆伊森烘焙,113.018875,34.752354,113.018875,34.752354,惠民路119号-附10号附近,15538253069,4.1,81,暂无,8：00——22：00
巩义市,宏发川菜馆(新兴家园店),113.030127,34.755268,113.030127,34.755268,新兴家园北门西60米,13939096818,4.2,暂无,暂无,8：00——22：00
巩义市,黑妞薄皮饺子,112.984106,34.751843,112.984106,34.751843,新华路街道建新街新民巷,13526573109;15981853867,4.2,暂无,暂无,8：00——22：00
巩义市,蔡店卤肉,112.901704,34.619004,112.901704,34.619004,025乡道与048乡道交叉口南20米,15237112698,4.2,暂无,暂无,8：00——22：00
巩义市,东北特色饺子馆(新时代广场店),112.939108,34.69636,112.939108,34.69636,芝田镇新时代广场西北(310国道南),13526484777,4.3,暂无,暂无,8：00——22：00
巩义市,张记卤肉烧饼菜夹肉夹,113.239573,34.726788,113.239573,34.726788,米河镇益民路北段,13223710902;18503889106,4.3,暂无,暂无,8：00——22：00
巩义市,桃妹手擀面(峪秀花园店),113.101619,34.710871,113.101619,34.710871,峪秀花园东南门西90米,18639025638,3.7,暂无,暂无,8：00——22：00
巩义市,淼记鲜牛胡辣汤(桐本路店),112.994208,34.739095,112.994208,34.739095,杜甫路街道桐本路2-8号附58号,暂无,4.4,12,暂无,8：00——22：00
巩义市,锅中锅新派炖肉(回郭镇店),112.876422,34.680695,112.876422,34.680695,回郭镇北罗村人民中路192号,15938759759,4.4,40,暂无,8：00——22：00
巩义市,三姐啃牛坊,113.030174,34.743421,113.030174,34.743421,紫荆路街道新心花苑二区D06号,13598000581,4.4,42,暂无,8：00——22：00
巩义市,味知苑中州婚礼宴会中心(智荟城店),113.019969,34.742502,113.019969,34.742502,嵩山路16号,19937888919;19939910179,4.5,暂无,暂无,8：00——22：00
巩义市,东区一绝(恒星花园店),113.018712,34.757839,113.018712,34.757839,恒新花园西门安泰街2-2号,15003803116,4.4,12,暂无,8：00——22：00
巩义市,邢记肉合(和协花园店),113.018601,34.752353,113.018601,34.752353,紫荆路街道嵩山路119号和协花园,暂无,4.4,11,暂无,8：00——22：00
巩义市,陶陶禾武陟砂锅(北官庄店),113.026705,34.736428,113.026705,34.736428,北官庄四期,暂无,4.4,26,暂无,8：00——22：00
巩义市,秦伟伟兰州牛肉面(河南省郑州市巩义御景湾店),113.012838,34.76111,113.012838,34.76111,滨河路御景湾商铺3-107号,暂无,4.4,暂无,暂无,8：00——22：00
巩义市,阳春饭店(阳春肉盒),113.016837,34.747633,113.016837,34.747633,锦里路与政通路交叉口西,15036018490,4.4,15,暂无,8：00——22：00
巩义市,老字号秦陕西面馆(回郭镇店),112.878404,34.680674,112.878404,34.680674,回郭镇北罗加油站东200米,13213211815;13523489629,4.4,27,暂无,8：00——22：00
巩义市,胖小厨麻辣烫酸菜鱼,112.982851,34.755711,112.982851,34.755711,暂无,15838096294,4.4,暂无,暂无,8：00——22：00
巩义市,荣鑫农庄,112.966294,34.808766,112.966294,34.808766,河洛镇水峪村三组,18336301266,5,暂无,暂无,8：00——22：00
巩义市,妙厨药膳炒鸡(陇海花苑店),113.001517,34.745133,113.001517,34.745133,陇海花苑北门东110米,暂无,4.5,38,暂无,8：00——22：00
巩义市,邢记肉合(巩义建设路店),112.988173,34.758376,112.988173,34.758376,建设路丹尼斯南移动易通专营店隔壁,13613864870;13849064460,4.4,15,暂无,8：00——22：00
巩义市,四川回锅肉(和平路),112.998135,34.747429,112.998135,34.747429,和平路与中原西路交叉口北240米,17737702292,4.1,18,暂无,8：00——22：00
巩义市,聚和家宴(先锋小区店),112.958207,34.648168,112.958207,34.648168,先锋小区北门旁,0371-64033777,4.2,32,暂无,8：00——22：00
巩义市,合掌柜巩义店,113.015511,34.755109,113.015511,34.755109,紫荆路街道锦里路11号三荆居,暂无,4.3,暂无,暂无,8：00——22：00
巩义市,城边知味,113.014382,34.735275,113.014382,34.735275,官庄路1号,暂无,4.3,28,暂无,8：00——22：00
巩义市,哟!小面(商学院店),113.02477,34.756866,113.02477,34.756866,紫荆路街道恒星花园22号楼105室1层,18530006240,4.3,10,暂无,8：00——22：00
巩义市,牛福记鲜汤,112.992525,34.745875,112.992525,34.745875,朗曼假日广场东门旁,暂无,4.3,74,暂无,8：00——22：00
巩义市,六福包子,113.016115,34.741592,113.016115,34.741592,紫荆路街道明月路2号森海玉波苑东区,暂无,4.3,暂无,暂无,8：00——22：00
巩义市,三甜屿品质千层(郑州商学院店),113.014131,34.759051,113.014131,34.759051,滨河路尚城华府西门往北30米路东,13253638809,4.3,45,暂无,8：00——22：00
巩义市,老顺德干蒸菜(智荟城店),113.019906,34.741579,113.019906,34.741579,智荟城B栋106号西南角,18237134119,4.3,37,暂无,8：00——22：00
巩义市,王家小厨(世博·一品城东院店),113.011618,34.757324,113.011618,34.757324,滨河路安泰街一品城东院7-16号,15837155563,4.3,89,暂无,8：00——22：00
巩义市,康记顾县肉合,112.951688,34.766376,112.951688,34.766376,康店镇市场街6号,18837129949,4.3,暂无,暂无,8：00——22：00
巩义市,刘敬民白沙羊肉汤(安泰街店),113.011985,34.757736,113.011985,34.757736,孝义街道河路安泰街东润峰景12号楼商业104号,18624903277;18624903288,4.3,18,暂无,8：00——22：00
巩义市,小关松江美食坊,113.167039,34.702456,113.167039,34.702456,小关商贸街,13014595777,4.3,暂无,暂无,8：00——22：00
巩义市,冯记顾县肉合,113.101079,34.713949,113.101079,34.713949,大峪沟卫生院东北侧200米,暂无,4.3,暂无,暂无,8：00——22：00
巩义市,番茄汁面馆(丰裕生活广场店),112.985529,34.755617,112.985529,34.755617,星月对面福鑫宾馆隔壁,13384037480;15803816835,4.3,暂无,暂无,8：00——22：00
巩义市,羊杂可,112.98749,34.750122,112.98749,34.750122,新华路街道人民东路78-4,13523025399,4.3,19,暂无,8：00——22：00
巩义市,三合牛肉鲜烩面,112.979672,34.755724,112.979672,34.755724,交通路94号,15639057391,4.3,18,暂无,8：00——22：00
巩义市,程岭川菜馆(新兴家园店),113.029576,34.75527,113.029576,34.75527,新兴家园北门西120米,暂无,4.3,暂无,暂无,8：00——22：00
巩义市,徐记蔓菁汤,113.037994,34.779527,113.037994,34.779527,河洛路东段蔓菁汤饭店,13598482988,4.3,暂无,暂无,8：00——22：00
巩义市,鸿运炸串米线,112.993447,34.747796,112.993447,34.747796,桐本路学前街9-10号,15981818681,4.3,暂无,暂无,8：00——22：00
巩义市,斑马工坊(森海玉波苑东区店),113.016096,34.741835,113.016096,34.741835,紫荆路街道明月路2号森海玉波苑东区,13526526793;13938597222,4.1,12,暂无,8：00——22：00
巩义市,曹记总店,112.976019,34.76251,112.976019,34.76251,孝义路44号靠近光明路社区卫生服务站,13523518848;15093050676,3.9,暂无,暂无,8：00——22：00
巩义市,老铁牛肉店,112.986472,34.751531,112.986472,34.751531,育英街17-1号,13838033761,3.7,暂无,暂无,8：00——22：00
巩义市,东北饺子馆(巩义安乐街站街店),113.061858,34.789554,113.061858,34.789554,县府街与子美路交叉口西北20米,15590990131;15904554095,3.8,43,暂无,8：00——22：00
巩义市,康百万老卤坊(三荆居店),113.015691,34.75479,113.015691,34.75479,紫荆锦里路三荆居东门11号,15237133788,4,暂无,暂无,8：00——22：00
巩义市,李伟馍夹串,113.014525,34.759925,113.014525,34.759925,东方现代城北苑南门西140米,13623828812,4.2,暂无,暂无,8：00——22：00
巩义市,捞到底自选火锅,112.986979,34.754924,112.986979,34.754924,新华路街道新兴路莱迪时尚东门,暂无,4.2,暂无,暂无,8：00——22：00
巩义市,福禧多私房水饺馄饨,113.017595,34.742165,113.017595,34.742165,英才路1-11号,0371-85666168,4.2,暂无,暂无,8：00——22：00
巩义市,常来刀削面,112.994243,34.737188,112.994243,34.737188,宇华苑小区西门南140米,15038151551,4.2,暂无,暂无,8：00——22：00
巩义市,喜姐砂锅牛肚王,112.859154,34.682676,112.859154,34.682676,回郭镇香港街实验幼儿园隔壁,16638100267,4.1,暂无,暂无,8：00——22：00
巩义市,乐北鼻.手工粉面.广式小吃(正上豪布斯卡店),113.012501,34.754004,113.012501,34.754004,滨河路27号正上豪布斯卡F1层,暂无,4.1,暂无,暂无,8：00——22：00
巩义市,山西刀削面,112.943488,34.696215,112.943488,34.696215,芝田镇310国道,17735798339,4.1,暂无,暂无,8：00——22：00
巩义市,臻禾烘焙(恒星金街店),112.992384,34.7599,112.992384,34.7599,新华路街道桐本路北171-14,暂无,4.2,38,暂无,8：00——22：00
巩义市,东锋碳锅鱼烧烤,112.997575,34.757175,112.997575,34.757175,和平路与桐和街交叉口东20米,暂无,4.1,35,暂无,8：00——22：00
巩义市,一亩半地锅城,113.211127,34.686263,113.211127,34.686263,新中镇人民政府向南200米路西,13523552299,4.1,暂无,暂无,8：00——22：00
巩义市,荥阳胖子地摊儿刷牛肚,113.001758,34.761438,113.001758,34.761438,孝义街道朗曼新城海棠苑14号楼106商铺,13592696577,4.2,暂无,暂无,8：00——22：00
巩义市,川巴适围炉串串火锅,113.030079,34.755266,113.030079,34.755266,新兴家园北门西70米,13691324777,4.1,暂无,暂无,8：00——22：00
巩义市,登封王记麻辣刀削面,112.991218,34.75547,112.991218,34.75547,钢厂小区南门东140米,15517124334;18239999446,4.1,暂无,暂无,8：00——22：00
巩义市,米线白吉馍(和协花园店),113.017575,34.752275,113.017575,34.752275,瑞福路与锦里路交叉口东160米,13598856565,4.2,暂无,暂无,8：00——22：00
巩义市,朝阳烩面,113.02788,34.619798,113.02788,34.619798,望嵩路68-5号,15290801307,4.1,暂无,暂无,8：00——22：00
巩义市,猴哥烤肉(巩义店),113.011224,34.754334,113.011224,34.754334,滨河路27号正上豪布斯卡B1层,19036913197,4.2,暂无,暂无,8：00——22：00
巩义市,老君烧鸡(英才路店),113.017637,34.742176,113.017637,34.742176,紫荆路街道明月路2号森海玉波苑东区,暂无,4.1,36,暂无,8：00——22：00
巩义市,小相驴肉馆,113.012981,34.76795,113.012981,34.76795,滨河路71号,13938296553,4.1,29,暂无,8：00——22：00
荥阳市,宁波元宵,113.382894,34.783848,113.382894,34.783848,丽景花苑东区北门旁,13592610256,4.1,暂无,暂无,8：00——22：00
荥阳市,厦门面包房(广武店),113.44521,34.892765,113.44521,34.892765,广武镇中山街258号厦门面包房,13838522353,4.1,暂无,暂无,8：00——22：00
荥阳市,李记砂锅,113.486532,34.707247,113.486532,34.707247,双楼郭小学东北侧140米,13839497875,4.3,暂无,暂无,8：00——22：00
荥阳市,王婆香辣虾(荥阳店),113.386805,34.766412,113.386805,34.766412,乔楼镇万山路与310过道向东50米路南,0371-64655822;15038169556,4.3,28,暂无,8：00——22：00
荥阳市,荥阳市演武路张记炸鸡店,113.391303,34.790353,113.391303,34.790353,塔山路演武路交叉口往西246米路南,15003817629,4,暂无,暂无,8：00——22：00
荥阳市,法式面包房,113.290475,34.68476,113.290475,34.68476,庙王路与王庙路交叉口北40米,13838305808,4,暂无,暂无,8：00——22：00
荥阳市,吴记臊子面,113.362961,34.78694,113.362961,34.78694,杏坛街与西关街交叉口西南60米,13938296623,4.2,暂无,暂无,8：00——22：00
荥阳市,老料热干面(万山路店),113.38555,34.766029,113.38555,34.766029,乔楼镇万山南路310交叉口向南20米路西,13623842893;13643846841,4.1,暂无,暂无,8：00——22：00
荥阳市,蒋三小吃,113.298355,34.847799,113.298355,34.847799,王村镇金滩市场许庄路口,13838288069,4.2,暂无,暂无,8：00——22：00
荥阳市,天天鲜豆浆,113.400726,34.784928,113.400726,34.784928,腾飞街与广武路交叉口东20米路南(商业街西口路南),15038085360;15138688385,4.1,暂无,暂无,8：00——22：00
荥阳市,林家烧烤涮牛肚,113.393764,34.797534,113.393764,34.797534,塔山路与站南东路交叉口南60米,暂无,4.2,61,暂无,8：00——22：00
荥阳市,银河湾欢乐农庄,113.491414,34.682687,113.491414,34.682687,贾峪镇北大路小寨红绿灯向西50米路北,暂无,3.7,45,暂无,8：00——22：00
荥阳市,裕隆斑鱼庄(荥泽大道店),113.427107,34.785265,113.427107,34.785265,近郊东区荥泽大道往西福民路海龙商业街039号,0371-85293577,4.3,86,暂无,8：00——22：00
荥阳市,法记羊肉烩面,113.381011,34.7851,113.381011,34.7851,人民广场东门,13137716587;15838272831,4,17,暂无,8：00——22：00
荥阳市,平记熟食(贾峪店),113.449274,34.674491,113.449274,34.674491,贾峪镇一中后门(贾峪地铁站C口步行470米),暂无,4.1,暂无,暂无,8：00——22：00
荥阳市,方圆精品酒店(荥阳店),113.401653,34.787773,113.401653,34.787773,索河路与广武路交叉口味道名家东侧近广武路,0371-85211800;0371-85216888,4.7,暂无,暂无,8：00——22：00
荥阳市,富苑茶楼(鸿祥钰珑府店),113.434626,34.753538,113.434626,34.753538,飞龙路和泽众路交叉口北50米路西,0371-66127888,4,暂无,暂无,8：00——22：00
